"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Pancreatic secretion","10/98",0.999005223816914,0.999996211618646,0,0,0.412804723209751,0.000410852694049672,"KCNQ1;ATP2A3;ATP1A4;ADCY3;ATP2A1;SLC4A2;PLCB2;ADCY6;RAB11A;SLC9A1"
"Th1 and Th2 cell differentiation","9/92",0.999108037885221,0.999996211618646,0,0,0.393939733801391,0.000351536119824377,"JAG2;STAT5A;STAT5B;MAPK11;PPP3CB;NOTCH1;CHUK;STAT1;MAPK12"
"Linoleic acid metabolism","1/29",0.999118482878592,0.999996211618646,0,0,0.129965156794425,0.000114617036766328,"PLA2G6"
"Complement and coagulation cascades","7/79",0.99922252338331,0.999996211618646,0,0,0.353292755421157,0.000274783688979434,"C4B;C3;C4A;PROCR;PLAU;SERPINE1;F2RL2"
"Aminoacyl-tRNA biosynthesis","5/66",0.999420338638994,0.999996211618646,0,0,0.297929189170647,0.000172748111819218,"SARS2;TARS2;QRSL1;VARS2;CARS2"
"Asthma","1/31",0.999456591302598,0.999996211618646,0,0,0.121285327138986,6.59254154793501e-05,"FCER1A"
"Salivary secretion","8/90",0.999596414531423,0.999996211618646,0,0,0.354379234811427,0.000143051178165918,"ATP1A4;ADCY3;SLC4A2;PRKACB;PLCB2;PRKG1;ADCY6;SLC9A1"
"Natural killer cell mediated cytotoxicity","14/131",0.999633055912053,0.999996211618646,0,0,0.434276451517831,0.000159384420793073,"MAP2K2;ARAF;PIK3R3;TNFRSF10B;TNFRSF10A;PIK3R1;PIK3CB;PPP3CB;RAET1G;SH3BP2;RAET1L;PTK2B;ULBP2;HRAS"
"Renin secretion","5/69",0.999667000144821,0.999996211618646,0,0,0.283909265287142,9.45574889136687e-05,"PPP3CB;PRKACB;PLCB2;ADCY6;AQP1"
"Serotonergic synapse","11/113",0.999720222211078,0.999996211618646,0,0,0.391499463580543,0.000109548179573153,"GNG5;MAOA;GNB2;ALOX5;ARAF;KCNN2;PRKACB;GNG11;HRAS;PLCB2;RAPGEF3"
"Arachidonic acid metabolism","4/63",0.999771222132147,0.999996211618646,0,0,0.246397024639702,5.63766350514759e-05,"GGT5;PTGES2;ALOX5;PLA2G6"
"Human immunodeficiency virus 1 infection","26/212",0.999833287056019,0.999996211618646,0,0,0.506491809868355,8.44457800234664e-05,"PIK3R3;PIK3R1;PIK3CB;PPP3CB;TBK1;IRAK1;GNG5;AKT2;AKT1;PTK2B;HRAS;PDIA3;MAP2K2;CHUK;BAD;TRAF2;GNG11;MAPK12;TNFRSF1A;MAPK11;GNB2;RPS6KB2;MYD88;ATR;BCL2L1;CUL4B"
"Inflammatory bowel disease (IBD)","4/65",0.999845007730859,0.999996211618646,0,0,0.238287948418959,3.69356522785168e-05,"SMAD2;STAT1;STAT3;RORC"
"Primary immunodeficiency","1/37",0.999871277678304,0.999996211618646,0,0,0.101032391276294,1.30059610683317e-05,"CD19"
"Steroid hormone biosynthesis","3/60",0.999925370903003,0.999996211618646,0,0,0.191261910295143,1.42742362985478e-05,"HSD17B1;SRD5A3;HSD17B12"
"Calcium signaling pathway","21/188",0.999929207410962,0.999996211618646,0,0,0.455658577826843,3.22583922829005e-05,"CHRM2;CAMK2B;SPHK2;NOS3;TNNC1;SPHK1;ATP2A3;ADCY3;ATP2A1;MYLK3;CACNA1H;ITPKC;PPP3CB;PLN;ADORA2A;PHKG1;ERBB2;PTK2B;PLCD3;PRKACB;PLCB2"
"Taste transduction","5/83",0.999973909687011,0.999996211618646,0,0,0.232742534532816,6.07240478764296e-06,"SCNN1A;PRKACB;PLCB2;TAS1R3;ADCY6"
"Retinol metabolism","3/67",0.999980464097753,0.999996211618646,0,0,0.170266383918197,3.3263399238668e-06,"ALDH1A1;AOX1;RDH5"
"Staphylococcus aureus infection","3/68",0.999983542932288,0.999996211618646,0,0,0.167636175119326,2.75882258608867e-06,"C4B;C3;C4A"
"Intestinal immune network for IgA production","1/48",0.999988191513493,0.999996211618646,0,0,0.0773321471816542,9.13181008175532e-07,"CXCL12"
"Alcoholism","17/180",0.999990407241918,0.999996211618646,0,0,0.377663218935013,3.62284927225291e-06,"HDAC2;HDAC3;HDAC10;ATF6B;MAOA;BDNF;ARAF;GNG11;CAMKK1;PPP1CA;PPP1CB;ADORA2A;GNG5;PKIA;GNB2;HRAS;ATF4"
"Herpes simplex virus 1 infection","56/492",0.999993524729173,0.999996211618646,0,0,0.461116028062601,2.98586083130003e-06,"PIK3CB;PPP1CB;TBK1;AKT2;ZNF768;AKT1;ZNF205;EIF2B1;ZNF684;PDIA3;CHUK;ZNF282;DDX58;TRAF2;TNFRSF1A;OAS3;SRSF2;ZNF436;ZNF599;ZNF554;TLR3;ZNF596;SRSF9;BIRC3;ZNF671;RNASEL;PIK3R3;PIK3R1;C3;IRAK1;ZNF506;EIF4EBP1;ZNF746;ZNF426;ZNF700;ZNF343;ZNF221;ZNF583;EIF2B4;STAT1;BAD;STAT2;EIF2AK2;ZNF34;ZNF79;EIF2S1;PML;PPP1CA;ZNF418;ZNF616;ZNF74;ZNF615;ZNF256;MYD88;ZNF211;BCL2L1"
"Olfactory transduction","8/444",0.999993697630934,0.999996211618646,0,0,0.0651380415896449,4.10525271966681e-07,"CAMK2B;GRK2;PDE2A;ADCY3;ARRB2;PRKACB;PRKG1;ANO2"
"Neuroactive ligand-receptor interaction","14/338",0.999994144308869,0.999996211618646,0,0,0.154738071404738,9.06101005294001e-07,"CHRM2;CHRNB1;VIPR2;AVPR2;GRIK3;TRH;C3;GHR;ADORA2A;GLRB;PARD3;S1PR1;TSPO;F2RL2"
"MicroRNAs in cancer","25/299",0.999994340138646,0.999996211618646,0,0,0.328646182333413,1.86009709034481e-06,"CDKN1A;NOTCH1;ROCK1;PTEN;GLS;RASSF1;MAPK7;CCND1;PLAU;ERBB2;HMOX1;TIMP3;EP300;HRAS;CREBBP;ABCC1;MAP2K2;RDX;STAT3;TPM1;ZEB2;HNRNPK;ZEB1;APC;DDIT4"
"Cytokine-cytokine receptor interaction","22/294",0.999994367001858,0.999996211618646,0,0,0.291168918547811,1.64015859684036e-06,"CCL13;IL33;TNFRSF6B;AMHR2;TNFSF15;IL11RA;TNFRSF19;IL31RA;TNFRSF10B;TNFRSF10A;EPOR;BMP5;TNFRSF1A;BMP4;GHR;CXCL11;CXCL12;ACKR3;TNFRSF25;BMPR1B;IL6R;IL17B"
"Hematopoietic cell lineage","5/97",0.999994640136784,0.999996211618646,0,0,0.197148287051545,1.05669068373353e-06,"IL11RA;CD19;KIT;IL6R;EPOR"
"Cell adhesion molecules (CAMs)","9/145",0.999995353478163,0.999996211618646,0,0,0.239602869306904,1.11332255094687e-06,"ITGB1;CD274;VCAN;CLDN15;ICAM3;CNTN2;PVR;CD99;NECTIN2"
"Systemic lupus erythematosus","5/133",0.999995555695157,0.999996211618646,0,0,0.141373372471518,6.28307760116195e-07,"C4B;C3;C4A;ACTN1;ACTN4"
"Chemical carcinogenesis","1/82",0.999996211618646,0.999996211618646,0,0,0.0447742361021494,1.69622202473927e-07,"ARNT"
